cat,a_cat,b_cat,to_x,to_y
522,1858,1,258631.293197111,4965150.40494342
523,1700,1,257026.604037035,4965847.48132989
524,309,1,257030.996575795,4965675.07126702
525,108,1,235214.731018836,4986147.32320244
526,122,1,235214.731018836,4986147.32320244
527,1805,1,268257.157963285,4965435.5676
528,1808,1,270960.185711836,4975376.81566781
529,429,1,269588.982404647,4982072.9866013
530,1965,1,246253.793761231,5001510.41753476
531,2231,1,244651.728913642,5001780.8745486
532,2063,1,265009.845208722,4977674.03496063
533,2080,1,278283.460645951,4974768.28124928
534,550,1,278283.460645951,4974768.28124928
535,1515,1,278283.480625584,4974768.28022641
536,452,1,278283.460645951,4974768.28124928
537,1416,1,278283.480625584,4974768.28022641
538,539,1,250265.210641533,5002506.20043426
539,2169,1,248964.648625109,5001630.92589175
540,1584,1,263459.065272217,4964659.71519272
541,1346,1,263347.601575213,4963991.53489928
542,1950,1,259575.478342614,4968989.89141439
543,301,1,263957.775761803,4967221.55995816
544,315,1,244412.016913937,5001810.27440321
545,1023,1,257599.898657595,4970685.82745176
546,1479,1,258146.078550828,4980379.59560004
547,1085,1,255130.40928071,4982422.23510955
548,2174,1,255854.520352735,5000749.39111723
549,1864,1,252372.955478099,4971104.15266354
550,1937,1,247396.85784041,4989027.00578313
551,1131,1,281323.368259632,4967869.12337954
552,1264,1,269851.626504379,4965024.42669218
553,457,1,263549.532500173,4967247.55330952
554,1003,1,266354.868248148,4982226.85710827
555,1808,1,270986.301423997,4976118.4737058
556,2177,1,246089.73734504,4996325.32872066
557,104,1,246023.42012939,4996432.6253123
558,2249,1,248971.533143836,4967836.2850766
559,2251,1,248573.522966218,4967869.17972136
560,457,1,264607.35392565,4977293.29697002
561,1549,1,266968.157897926,4981985.96694055
562,1774,1,241978.705168755,5006023.38897671
563,693,1,243960.412307208,5005945.44861854
564,1964,1,243250.803857259,5005139.76123841
565,733,1,235945.350500161,4994020.75125933
566,2157,1,268402.488821491,4990888.77489906
567,2087,1,265889.568977409,4993009.20245758
568,460,1,265294.822539871,4993704.89418445
569,462,1,265294.822539871,4993704.89418445
